id	retained_domains1	lost_domains1	retained_domains2	lost_domains2	retained_domain_names1	lost_domain_names1	retained_domain_names2	lost_domain_names2
68	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR026170|IPR005615|IPR013787|IPR019412|IPR022712|IPR001279|IPR028796|IPR003788	IPR042860|IPR052632|IPR052283|IPR040370|IPR037608|IPR051241|IPR038929|IPR026109	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	N-lysine methyltransferase FAM173A/B|Glutathione synthase|S100/CaBP-9k-type, calcium binding, subdomain|Inclusion body clearance protein Iml2/Tetratricopeptide repeat protein 39|Beta-Casp domain|Metallo-beta-lactamase|Tetratricopeptide repeat protein 8|Protein arginine methyltransferase NDUFAF7	MICOS complex subunit MIC25|MICOS complex subunit Mic19|Genomic Stability and Neuronal Morphogenesis Regulator|Coiled-coil domain-containing protein 74A/74B/92|Stromal interaction molecule|DZIP and RILPL|Coiled-coil domain-containing protein 13|G kinase-anchoring protein 1
69	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR020828|IPR006132|IPR001559|IPR000043|IPR001093|IPR005481|-|IPR020831	IPR051690|IPR013132|IPR043594|IPR000891|IPR001093|IPR001697|-|IPR015793	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain|Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding|Phosphotriesterase|Adenosylhomocysteinase-like|IMP dehydrogenase/GMP reductase|Biotin carboxylase-like, N-terminal domain|-|Glyceraldehyde/Erythrose phosphate dehydrogenase family	Nonulosonic Acid Synthase|N-acetylneuraminic acid synthase, N-terminal|HMG-CoA lyase|Pyruvate carboxyltransferase|IMP dehydrogenase/GMP reductase|Pyruvate kinase|-|Pyruvate kinase, barrel
70	IPR000225|IPR005615|IPR019734|-|IPR002110|IPR006597|IPR001680|IPR021133	IPR016017|IPR026307|IPR031148|IPR003438|IPR056585|IPR008908|IPR039801|IPR052577	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	Armadillo|Glutathione synthase|Tetratricopeptide repeat|-|Ankyrin repeat|Sel1-like repeat|WD40 repeat|HEAT, type 2	GDNF/GAS1|Transmembrane protein 132|Plexin family|Glial cell line-derived neurotrophic factor receptor|Leprecan-like alpha-helical domain|Sarcoglycan alpha/epsilon|Epidermal growth factor receptor kinase substrate 8-like|von Willebrand factor A domain-containing protein 7	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
71	IPR004148|IPR050384|IPR046982|IPR043593|-|IPR045258|IPR019497|IPR037608	IPR050670|IPR043593|IPR000719|IPR051978|IPR050384|IPR051133|IPR051864|IPR050174	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	BAR domain|Endophilin/SH3RF|Bridging integrator 3/RVS161-like|Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein|-|ArfGAP ACAP1/2/3-like|Sorting nexin protein, WASP-binding domain|Stromal interaction molecule	Signal Transducing Adapter Molecule|Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein|Protein kinase domain|Rho GTPase-activating domain-containing protein|Endophilin/SH3RF|Adapter and Engulfment Domain-Containing Protein|NADPH Oxidase Activator|Protocadherin/Cadherin-related Cell Adhesion	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
72	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
73	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
74	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
75	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
76	IPR003094|IPR013079|IPR050716|IPR046985|-|IPR001192|IPR001312|IPR030379	IPR004908|IPR005148|IPR028122|IPR012990|IPR014836|IPR000225|IPR013087|IPR000333	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Fructose-2,6-bisphosphatase|6-phosphofructo-2-kinase|Membrane-associated guanylate kinase|Inositol 5-phosphatase|-|Phosphoinositide phospholipase C family|Hexokinase|Septin-type guanine nucleotide-binding (G) domain	ATPase, V1 complex, subunit H|Arginyl tRNA synthetase N-terminal domain|FAM24 family|Sec23/Sec24 beta-sandwich|Integrin beta subunit, cytoplasmic domain|Armadillo|Zinc finger C2H2-type|Ser/Thr protein kinase, TGFB receptor	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
77	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
78	-|IPR037830|IPR050701|IPR050989|IPR039977|IPR045322|IPR037382|IPR045902	IPR039779|IPR040175|IPR043451|-|IPR047144|IPR042793|IPR052466|IPR051631	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	-|ZZ-type zinc finger-containing protein 3|Histone Modification Regulator|Rap1/Ran GTPase-activating|Histone-lysine N-methyltransferase Suv4-20/Set9|E3 ubiquitin-protein ligase HECTD1/TRIP12-like|Remodelling complex subunit Rsc/polybromo|SANBR-like	RFX-like DNA-binding protein|Methylcytosine dioxygenase TET1/2/3|Myocardin-like|-|BCL-6 corepressor-like|Zinc finger CCHC domain-containing protein 2|DNA Methylation Protection Complex|Ankyrin repeat and KH/SAM domain-containing protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
79	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
80	IPR013087|IPR012510|IPR014836|IPR000225|IPR051418|IPR001442|IPR003961|IPR019517	IPR050589|IPR028440|-|IPR040436|IPR051574|IPR051497|IPR027008|IPR051356	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Zinc finger C2H2-type|Actin-binding, Xin repeat|Integrin beta subunit, cytoplasmic domain|Armadillo|Spondin/Thrombospondin type-1 domain-containing|Collagen IV, non-collagenous|Fibronectin type III|Integrin binding protein, ICAP-1	Ikaros C2H2-type zinc-finger|Transcription factor TRPS1|-|Protein disconnected-like|Zinc finger E-box-binding homeobox|Developmental and Hematopoietic Transcription Factors|Teashirt family|SOX/SOX-like transcription factors	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
81	IPR013087|IPR012510|IPR014836|IPR000225|IPR051418|IPR001442|IPR003961|IPR019517	IPR050589|IPR028440|-|IPR040436|IPR051574|IPR051497|IPR027008|IPR051356	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Zinc finger C2H2-type|Actin-binding, Xin repeat|Integrin beta subunit, cytoplasmic domain|Armadillo|Spondin/Thrombospondin type-1 domain-containing|Collagen IV, non-collagenous|Fibronectin type III|Integrin binding protein, ICAP-1	Ikaros C2H2-type zinc-finger|Transcription factor TRPS1|-|Protein disconnected-like|Zinc finger E-box-binding homeobox|Developmental and Hematopoietic Transcription Factors|Teashirt family|SOX/SOX-like transcription factors	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
82	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
83	IPR050494|IPR000719|IPR050108|IPR050117|IPR050591|IPR052409|IPR051744|IPR050716	IPR026791|IPR047016|IPR056585|IPR050865|IPR051978|IPR027357|IPR014837|-	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Serine/threonine and dual-specificity kinase|Protein kinase domain|Cyclin-dependent kinase|Mitogen-activated protein kinase|Glycogen Synthase Kinase-3|Myosin-III family with kinase activity|AP2-associated Ser/Thr protein kinase|Membrane-associated guanylate kinase	Dedicator of cytokinesis|Regulator of G protein signaling 6/7/9/11|Leprecan-like alpha-helical domain|BEACH Domain-Containing|Rho GTPase-activating domain-containing protein|DOCKER domain|EF-hand, Ca insensitive|-	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
84	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
85	IPR049367|IPR000354|IPR026737|IPR048893|-|IPR055297|IPR050606|IPR032743	IPR021346|IPR021861|IPR039164|-|IPR052586|IPR039742|IPR007276|IPR038888	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	Testis-expressed protein 13C/D, MVPLGDSxSHS repeat|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex-interacting protein B13-like, MII repeat|-|Nebulin/Nebulette|Calponin-like|FAM47 family	Translation machinery-associated protein 16|THO complex, subunit THOC1|E3 ubiquitin-protein ligase UBR1-like|-|Activating signal cointegrator 1 complex subunit 2|Protein Shq1|Nucleolar protein 14|Cilia- and flagella-associated protein 36	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family
86	IPR009146|IPR031867|IPR003523|IPR013790|IPR027079|IPR000040|IPR051583|IPR045147	IPR051356|IPR052406|IPR052417|IPR040168|IPR005643|-|IPR039066|IPR016698	-|IPR004908|IPR002048|IPR002110|IPR006615|IPR000949|IPR019387|IPR000225	IPR028842|IPR051017|IPR029515|IPR050604|IPR015411|-|IPR045180|IPR051493	Groucho/transducin-like enhancer|MiT/TFE transcription factors, N-terminal|Transcription factor COE|Dwarfin|TFIIH subunit Tfb1/GTF2H1|Acute myeloid leukemia 1 protein (AML1)/Runt|Yes-associated protein 1|AT-rich interactive domain-containing protein 3	SOX/SOX-like transcription factors|Chromatin Remodeling Complex Component|Dachshund domain-containing protein|Not2/Not3/Not5|Jun-like transcription factor|-|Hepatocyte nuclear factor 1|Numb/numb-like	-|ATPase, V1 complex, subunit H|EF-hand domain|Ankyrin repeat|Peptidase C19, ubiquitin-specific peptidase, DUSP domain|ELM2 domain|SAYSvFN domain|Armadillo	Afadin|Aldolase class II Adducin subfamily|LAR-interacting protein, Liprin|PDZ and LIM domain-containing|Replication factor Mcm10, C-terminal|-|La domain containing protein|Chromodomain-helicase-DNA-binding
